Date,Open,High,Low,Close,Adj Close,Volume,Ignore
1/4/2021,92.110001,96.059998,90.919998,92.300003,92.300003,51802600,0
1/5/2021,92.099998,93.209999,91.410004,92.769997,92.769997,34208000,0
1/6/2021,91.620003,92.279999,89.459999,90.330002,90.330002,51911700,0
1/7/2021,91.330002,95.510002,91.199997,95.160004,95.160004,42897200,0
1/8/2021,95.980003,96.400002,93.269997,94.580002,94.580002,39816400,0
1/11/2021,94.029999,99.230003,93.760002,97.25,97.25,48600200,0

...
